model,model_display,total_params_B,active_params_B,architecture,group,domain,trial,drci_cold,drci_scrambled,drci_mean,mean_true,mean_cold,mean_scrambled
llama_4_maverick,Llama 4 Maverick,400,17,MoE,open,philosophy,49,0.2702228089173635,0.1872797667980194,0.22875128785769144,1.0,0.7297771910826365,0.8127202332019806
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,0,0.3163275251785914,0.21929657657941182,0.2678120508790016,1.0,0.6836724748214086,0.7807034234205882
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,1,0.31685604552427926,0.24386568069458003,0.28036086310942965,1.0,0.6831439544757207,0.75613431930542
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,2,0.31849754303693767,0.21604495247205102,0.26727124775449435,1.0,0.6815024569630623,0.783955047527949
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,3,0.33393067220846817,0.22535146077473955,0.27964106649160386,1.0,0.6660693277915318,0.7746485392252604
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,4,0.30944495449463527,0.23010535836219792,0.2697751564284166,1.0,0.6905550455053647,0.7698946416378021
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,5,0.3225700110197067,0.231637853384018,0.27710393220186236,1.0,0.6774299889802933,0.768362146615982
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,6,0.32306499431530633,0.21386938293774926,0.2684671886265278,1.0,0.6769350056846937,0.7861306170622507
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,7,0.3266100456317266,0.2230367084344228,0.2748233770330747,1.0,0.6733899543682734,0.7769632915655772
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,8,0.32588476141293843,0.22335727612177536,0.2746210187673569,1.0,0.6741152385870616,0.7766427238782246
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,9,0.31352304617563886,0.255137316385905,0.2843301812807719,1.0,0.6864769538243611,0.744862683614095
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,10,0.3299180368582407,0.20644306937853496,0.26818055311838784,1.0,0.6700819631417593,0.793556930621465
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,11,0.3311612039804459,0.24530978997548425,0.2882354969779651,1.0,0.6688387960195541,0.7546902100245158
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,12,0.3401141295830409,0.2231574892997742,0.28163580944140754,1.0,0.6598858704169591,0.7768425107002258
qwen3_235b,Qwen3 235B,235,22,MoE,open,philosophy,13,0.3323242127895355,0.22117205858230593,0.2767481356859207,1.0,0.6676757872104645,0.7788279414176941
